OBJECTID,Station,Lat,Long,Grow_Area,land_1000,land_500,land_100,imperv_1000,imperv_500,imperv_100,pct_100,pct_500,pct_1000,pct_l_100,pct_l_500,pct_l_1000
131,WK011.00,43.813499999999998,-69.960049999999995,WK,79059,19651,677,126484,29819,2213,7.0442038,3.7966762,4.0261140,13.0753326,6.0697165,6.3994737
132,WK012.00,43.800849999999997,-69.960870000000000,WK,30657,11268,897,74959,34126,3023,9.6225157,4.3450608,2.3860211,13.4804907,12.1143064,9.7803440
133,WK013.10,43.817889999999998,-69.953440000000001,WK,84654,20555,553,134295,47029,2382,7.5821481,5.9879231,4.2747464,17.2296562,9.1518364,6.3455949
134,WK013.20,43.830219999999997,-69.947940000000003,WK,81318,14006,457,75060,14817,1565,4.9815540,1.8865607,2.3892360,13.6980305,4.2316151,3.6921716
135,WK013.30,43.834110000000003,-69.952050000000000,WK,82997,20523,593,81251,13648,666,2.1199455,1.7377188,2.5863018,4.4924116,2.6600399,3.9158523
136,WK014.00,43.852580000000003,-69.941900000000004,WK,73575,18812,52,46580,3951,0,0.0000000,0.5030574,1.4826887,0.0000000,0.8401021,2.5323820
137,WK014.10,43.861690000000003,-69.936989999999994,WK,93047,19810,556,59554,22823,1283,4.0839195,2.9059172,1.8956643,9.2302160,4.6083798,2.5601685
138,WK014.20,43.853169999999999,-69.930790000000002,WK,66528,16770,815,47906,14278,204,0.6493527,1.8179330,1.5248966,1.0012270,3.4056053,2.8803511
139,WK014.30,43.847839999999998,-69.934320000000000,WK,55620,14826,677,40812,23208,1114,3.5459752,2.9549367,1.2990874,6.5819793,6.2614326,2.9350593
140,WK014.40,43.840249999999997,-69.938220000000001,WK,46545,7473,332,29861,5100,581,1.8493820,0.6493527,0.9505060,7.0000000,2.7298274,2.5662048
141,WK015.10,43.834139999999998,-69.927189999999996,WK,79319,13593,133,48312,4215,263,0.8371557,0.5366709,1.5378200,7.9097743,1.2403443,2.4363394
142,WK017.00,43.809440000000002,-69.931250000000006,WK,94806,23966,564,170010,35599,1697,5.4017234,4.5326095,5.4115911,12.0354614,5.9415841,7.1729636
143,WK018.00,43.850520000000003,-69.924769999999995,WK,75499,17648,301,63987,13854,0,0.0000000,1.7639476,2.0367713,0.0000000,3.1400726,3.3900847
144,WK018.10,43.856960000000001,-69.919110000000003,WK,86875,19622,631,121597,36507,1193,3.7974401,4.6482196,3.8705559,7.5625992,7.4420547,5.5987110
145,WK019.80,43.813369999999999,-69.943520000000007,WK,74216,22443,652,101134,44858,6392,20.3463860,5.7115026,3.2191980,39.2147255,7.9950094,5.4507923
146,WK020.00,43.814419999999998,-69.943280000000001,WK,76160,25333,792,101875,43892,2999,9.5461216,5.5885077,3.2427847,15.1464643,6.9304070,5.3505778
147,WK022.00,43.795479999999998,-69.945250000000001,WK,63211,15005,696,107684,27501,3369,10.7238693,3.5015390,3.4276910,19.3620682,7.3311563,6.8142571
148,WK023.00,43.781599999999997,-69.954939999999993,WK,75835,20421,575,136331,43500,843,2.6833546,5.5385966,4.3395543,5.8643479,8.5206404,7.1909275
149,WK023.10,43.785519999999998,-69.965209999999999,WK,40170,11875,557,59561,27483,2487,7.9163737,3.4992473,1.8958871,17.8599644,9.2574320,5.9308939
150,WK023.20,43.792149999999999,-69.957909999999998,WK,43057,10541,282,52917,2509,0,0.0000000,0.3194561,1.6844019,0.0000000,0.9520918,4.9159951
151,WK024.00,43.774279999999997,-69.966949999999997,WK,76299,22453,865,135828,44964,2814,8.9572477,5.7249990,4.3235431,13.0127163,8.0103331,7.1208272
152,WK025.00,43.762760000000000,-69.979179999999999,WK,55346,15587,749,174622,62610,1654,5.2648501,7.9717593,5.5583954,8.8331108,16.0672359,12.6203880
153,WK042.00,43.773960000000002,-69.954610000000002,WK,61516,14209,698,119569,25816,3047,9.6989107,3.2869980,3.8060026,17.4613190,7.2675066,7.7748227
154,WK044.00,43.793239999999997,-69.942419999999998,WK,70763,22035,492,114516,32505,578,1.8398327,4.1386685,3.6451607,4.6991868,5.9006128,6.4732132
155,WK044.50,43.783709999999999,-69.944940000000003,WK,79542,16784,643,102925,18442,458,1.4578605,2.3481104,3.2762072,2.8491447,4.3951383,5.1758819
156,WK048.00,43.774679999999996,-69.943020000000004,WK,44671,16107,466,72675,33477,795,2.5305657,4.2624278,2.3133190,6.8240342,8.3136520,6.5075774
157,WK052.00,43.779000000000003,-69.934899999999999,WK,53127,14971,669,61964,17612,1831,5.8282590,2.2424314,1.9723771,10.9476833,4.7056308,4.6653490
158,WK052.10,43.789900000000003,-69.935180000000003,WK,65333,22605,783,104019,28919,1563,4.9751878,3.6820846,3.3110304,7.9846745,5.1172748,6.3685427
159,WK052.80,43.793340000000001,-69.933880000000002,WK,72006,16800,600,138301,40863,538,1.7125087,5.2028432,4.4022613,3.5866666,9.7292852,7.6827488
160,WK052.90,43.794559999999997,-69.928870000000003,WK,53264,7792,325,113805,21728,173,0.5506766,2.7664971,3.6225288,2.1292307,11.1540041,8.5464859
161,WK053.00,43.800390000000000,-69.933580000000006,WK,85406,23109,708,192383,60156,2647,8.4256697,7.6593060,6.1237464,14.9548025,10.4125662,9.0102806
162,WK053.50,43.805599999999998,-69.931299999999993,WK,88509,25042,729,182424,48006,3676,11.7010813,6.1123190,5.8067412,20.1700954,7.6680775,8.2443142
163,WK054.50,43.809669999999997,-69.921610000000001,WK,62531,14473,518,105413,36464,603,1.9194102,4.6427445,3.3554029,4.6563706,10.0777998,6.7430873
164,WK055.00,43.830849999999998,-69.915920000000000,WK,100367,25321,665,125819,51647,6004,19.1113415,6.5759058,4.0049467,36.1142845,8.1587620,5.0143571
165,WK056.00,43.835880000000003,-69.913309999999996,WK,115897,28964,942,126178,44096,3041,9.6798115,5.6144819,4.0163741,12.9129515,6.0897665,4.3548322
166,WK057.00,43.824179999999998,-69.914249999999996,WK,68269,11494,265,117733,40622,828,2.6356082,5.1721582,3.7475610,12.4981136,14.1367674,6.8981824
167,WK058.00,43.826999999999998,-69.911529999999999,WK,74147,17428,727,151768,26178,2782,8.8553886,3.3330894,4.8309298,15.3067398,6.0082626,8.1874113
168,WK059.20,43.829250000000002,-69.904349999999994,WK,92890,24894,1019,201690,62275,5436,17.3033409,7.9291058,6.4199977,21.3385677,10.0064268,8.6851110
169,WK060.00,43.825820000000000,-69.904330000000002,WK,77265,16069,606,178454,42903,3681,11.7169971,5.4625840,5.6803722,24.2970295,10.6796942,9.2385426
170,WK061.00,43.827399999999997,-69.902929999999998,WK,91030,21511,652,203818,71647,3330,10.5997286,9.1223869,6.4877338,20.4294472,13.3228579,8.9560804
171,WK063.00,43.823419999999999,-69.901629999999997,WK,77827,15369,294,166048,48809,1087,3.4600313,6.2145600,5.2854767,14.7891159,12.7032337,8.5342102
172,WK063.10,43.820900000000002,-69.900580000000005,WK,75948,16465,688,135040,33483,2322,7.3911619,4.2631917,4.2984605,13.5000000,8.1343460,7.1122346
173,WK063.20,43.816060000000000,-69.899320000000003,WK,75783,19207,533,92498,19162,0,0.0000000,2.4397836,2.9443052,0.0000000,3.9906285,4.8822560
174,WK064.10,43.807920000000003,-69.907340000000005,WK,71815,17002,574,47309,10679,814,2.5910447,1.3596936,1.5058935,5.6724739,2.5124104,2.6350484
175,WK065.00,43.798800000000000,-69.914850000000001,WK,59724,18489,920,70641,13198,1604,5.1056948,1.6804230,2.2485747,6.9739132,2.8553193,4.7311635
176,WK066.00,43.799650000000000,-69.905640000000005,WK,101815,27314,691,153452,36430,2225,7.0824008,4.6384158,4.8845329,12.8798838,5.3349929,6.0286598
177,WK067.00,43.791699999999999,-69.897310000000004,WK,63963,19371,855,172256,54790,3498,11.1344891,6.9760852,5.4830832,16.3649120,11.3138199,10.7722273
178,WK068.00,43.788159999999998,-69.894340000000000,WK,51143,15533,875,120057,46537,4067,12.9456739,5.9252801,3.8215363,18.5919991,11.9840336,9.3899069
179,WK068.10,43.785330000000002,-69.897810000000007,WK,46355,18517,553,96479,30861,1087,3.4600313,3.9293480,3.0710247,7.8625679,6.6665225,8.3252296
180,WL005.00,43.802729999999997,-69.888909999999996,WL,64994,16207,625,131582,28126,704,2.2409034,3.5811167,4.1883888,4.5056000,6.9416919,8.0981016
181,WL006.00,43.817110000000000,-69.885810000000006,WL,78321,26414,814,105127,41193,1760,5.6022587,5.2448602,3.3462992,8.6486483,6.2380557,5.3690324
182,WL007.00,43.813530000000000,-69.881190000000004,WL,45497,12735,796,59888,19120,2227,7.0887671,2.4344361,1.9062959,11.1909552,6.0054965,5.2652264
183,WL010.00,43.828330000000001,-69.887569999999997,WL,92151,18319,796,120741,20085,2663,8.4765997,2.5573037,3.8433087,13.3819094,4.3856106,5.2410064
184,WL011.00,43.841140000000003,-69.884979999999999,WL,56115,9274,421,70790,13398,1923,6.1211042,1.7058878,2.2533176,18.2707844,5.7787361,5.0460663
185,WL012.00,43.838290000000001,-69.891080000000002,WL,92929,26342,695,134532,37185,1043,3.3199749,4.7345452,4.2822900,6.0028777,5.6464963,5.7907434
186,WL014.00,43.855980000000002,-69.891520000000000,WL,54454,9207,804,136515,27416,2834,9.0209103,3.4907165,4.3454113,14.0995026,11.9109373,10.0279131
187,WL015.00,43.857199999999999,-69.897700000000000,WL,56377,9905,181,119513,25550,0,0.0000000,3.2531297,3.8042202,0.0000000,10.3180208,8.4795570
188,WL018.00,43.855220000000003,-69.912859999999995,WL,84818,17578,669,175047,49732,4759,15.1483803,6.3320804,5.5719237,28.4544086,11.3168736,8.2551813
189,WL019.00,43.856670000000001,-69.914640000000006,WL,84988,14594,384,160453,49764,4364,13.8910551,6.3361545,5.1073818,45.4583321,13.6395779,7.5517955
190,WL020.00,43.848799999999997,-69.915999999999997,WL,91482,22803,660,117297,28054,1308,4.1634970,3.5719492,3.7336826,7.9272728,4.9211068,5.1287465
191,WL020.50,43.840800000000002,-69.920109999999994,WL,92334,28317,905,76306,8424,997,3.1735523,1.0725780,2.4288974,4.4066300,1.1899565,3.3056512
192,WL021.00,43.865340000000003,-69.915070000000000,WL,85053,24812,697,111283,34351,3978,12.6623783,4.3737087,3.5422509,22.8292675,5.5378041,5.2335839
193,WL022.00,43.866660000000003,-69.915610000000001,WL,91283,26099,356,113897,27878,0,0.0000000,3.5495403,3.6254573,0.0000000,4.2726541,4.9909401
194,WL022.50,43.869770000000003,-69.913939999999997,WL,94484,24545,641,106986,35452,1958,6.2325130,4.5138927,3.4054730,12.2184086,5.7774701,4.5292749
195,WL023.00,43.858770000000000,-69.913359999999997,WL,79464,12219,472,140198,48443,7659,24.3793755,6.1679597,4.4626446,64.9067764,15.8582535,7.0571833
196,WL025.00,43.866459999999996,-69.910060000000001,WL,66282,16202,493,86644,27703,0,0.0000000,3.5272584,2.7579665,0.0000000,6.8394027,5.2288103
197,WL026.00,43.872920000000001,-69.909499999999994,WL,91265,20239,486,104059,39576,598,1.9034947,5.0389771,3.3123035,4.9218106,7.8217301,4.5607405
198,WL027.00,43.869929999999997,-69.904190000000000,WL,55137,12593,544,69521,4993,0,0.0000000,0.6357290,2.2129240,0.0000000,1.5859605,5.0435100
199,WL028.00,43.868830000000003,-69.901550000000000,WL,44587,8702,310,49474,152,0,0.0000000,0.0193533,1.5748076,0.0000000,0.0698690,4.4384236
200,WL030.00,43.883800000000001,-69.894930000000002,WL,74296,12698,437,126115,29373,899,2.8616083,3.7398896,4.0143685,8.2288332,9.2527962,6.7898674
201,WL031.00,43.893439999999998,-69.892039999999994,WL,88933,19442,658,120191,11405,1349,4.2940040,1.4521309,3.8258016,8.2006083,2.3464663,5.4059124
202,WL033.00,43.888359999999999,-69.886520000000004,WL,77076,12432,465,67667,11533,0,0.0000000,1.4684284,2.1539094,0.0000000,3.7107465,3.5117028
203,WL034.50,43.894700000000000,-69.880359999999996,WL,95907,22826,537,118230,23565,0,0.0000000,3.0003915,3.7633810,0.0000000,4.1295013,4.9310269
204,WL035.00,43.907190000000000,-69.871949999999998,WL,110973,24500,475,281306,57762,1631,5.1916385,7.3544927,8.9542561,13.7347364,9.4305305,10.1396198
205,WL036.10,43.911459999999998,-69.869590000000002,WL,111132,25824,718,329953,106141,8263,26.3019676,13.5143032,10.5027390,46.0334244,16.4406757,11.8760757
206,WL036.70,43.918849999999999,-69.865710000000007,WL,113596,24938,1061,286866,88912,4747,15.1101828,11.3206367,9.1312361,17.8963242,14.2612877,10.1012716
207,WL036.80,43.929810000000003,-69.861040000000003,WL,118777,27193,582,160416,47317,861,2.7406504,6.0245929,5.1062040,5.9175258,6.9601736,5.4022579
208,WL036.90,43.930900000000001,-69.861369999999994,WL,119219,27713,614,159955,35357,2568,8.1742048,4.5017967,5.0915303,16.7296410,5.1033092,5.3667622
209,WL037.00,43.892260000000000,-69.880200000000002,WL,92973,22936,195,106956,26674,1254,3.9916093,3.3962421,3.4045181,25.7230778,4.6519008,4.6015940
210,WL037.20,43.892699999999998,-69.879099999999994,WL,97345,23415,646,122777,29982,2349,7.4771056,3.8174300,3.9081166,14.5448914,5.1218448,5.0450253
211,WL037.50,43.880049999999997,-69.887330000000006,WL,75278,19685,919,74297,20115,1673,5.3253288,2.5611236,2.3649490,7.2818279,4.0873761,3.9478731
212,WL038.00,43.868780000000001,-69.889750000000006,WL,51523,14201,617,81494,28792,1235,3.9311304,3.6659143,2.5940368,8.0064831,8.1098518,6.3268056
213,WL040.00,43.858130000000003,-69.881479999999996,WL,44477,10843,587,76947,24375,4455,14.1807175,3.1035240,2.4493012,30.3577518,8.9919767,6.9201608
214,WL042.00,43.867829999999998,-69.886129999999994,WL,57480,18399,458,90181,32705,0,0.0000000,4.1641335,2.8705528,0.0000000,7.1101689,6.2756438
215,WL042.10,43.867370000000001,-69.883290000000002,WL,61815,17839,172,96687,20922,0,0.0000000,2.6638739,3.0776453,0.0000000,4.6912942,6.2565398
216,WL043.10,43.874470000000002,-69.872200000000007,WL,76534,18695,240,70113,17261,0,0.0000000,2.1977406,2.2317679,0.0000000,3.6931801,3.6644106
217,WL044.00,43.860520000000001,-69.871849999999995,WL,56308,12227,458,110108,17956,0,0.0000000,2.2862308,3.5048494,0.0000000,5.8742127,7.8218369
218,WL044.40,43.882199999999997,-69.864909999999995,WL,98126,25304,576,91480,28934,0,0.0000000,3.6839943,2.9119012,0.0000000,4.5738225,3.7290831
219,WL044.50,43.886809999999997,-69.863320000000002,WL,116926,30025,1138,101683,45496,2710,8.6262054,5.7927356,3.2366731,9.5254831,6.0610824,3.4785421
220,WL045.00,43.880640000000000,-69.863100000000003,WL,92947,21954,595,93088,21398,769,2.4478052,2.7244804,2.9630857,5.1697478,3.8986974,4.0060678
221,WL045.50,43.877899999999997,-69.864140000000006,WL,85602,15600,385,102480,11992,238,0.7575782,1.5268701,3.2620425,2.4727273,3.0748718,4.7886729
222,WL046.00,43.880360000000003,-69.861789999999999,WL,93934,21215,659,109914,19068,1092,3.4759469,2.4278152,3.4986742,6.6282244,3.5951922,4.6804776
223,WL046.50,43.876040000000003,-69.862650000000002,WL,84112,12993,276,127493,13464,309,0.9835784,1.7142912,4.0582318,4.4782610,4.1450009,6.0630112
224,WL047.00,43.882219999999997,-69.853980000000007,WL,106099,27886,570,101804,35876,0,0.0000000,4.5678782,3.2405248,0.0000000,5.1460948,3.8380759
225,WL047.50,43.877409999999998,-69.855760000000004,WL,98441,18426,467,127688,22463,0,0.0000000,2.8600805,4.0644388,0.0000000,4.8763704,5.1884074
226,WL048.00,43.876139999999999,-69.851540000000000,WL,107947,25863,1050,110917,32947,3532,11.2427149,4.1949458,3.5306008,13.4552383,5.0956192,4.1100540
227,WL048.50,43.871560000000002,-69.864819999999995,WL,74878,17656,336,131754,37708,1475,4.6950746,4.8011355,4.1938634,17.5595245,8.5428181,7.0383291
228,WL049.00,43.860990000000001,-69.865939999999995,WL,75372,17127,343,136989,47095,1710,5.4431038,5.9963269,4.3604989,19.9416904,10.9990072,7.2700205
229,WL050.00,43.859099999999998,-69.859570000000005,WL,97901,25393,653,135537,49080,2047,6.5158091,6.2490649,4.3142805,12.5390501,7.7312646,5.5377169
230,WL051.00,43.857379999999999,-69.864289999999997,WL,78672,17490,802,129766,45867,2682,8.5370779,5.8399730,4.1305838,13.3765583,10.4898796,6.5978241
231,WL052.00,43.856619999999999,-69.867239999999995,WL,66737,13274,995,104766,32642,3096,9.8548822,4.1561122,3.3348081,12.4462309,9.8363714,6.2793355
232,WL053.00,43.855699999999999,-69.864869999999996,WL,77636,16564,832,111286,40116,4951,15.7595358,5.1077323,3.5423465,23.8028851,9.6875153,5.7337317
233,WL054.00,43.849809999999998,-69.866550000000004,WL,79524,20516,826,62558,17176,466,1.4833254,2.1869180,1.9912846,2.2566586,3.3488009,3.1466224
234,WL057.00,43.831310000000002,-69.867670000000004,WL,55565,19429,769,54986,27186,1951,6.2102313,3.4614320,1.7502602,10.1482449,5.5969944,3.9583192
235,WL060.00,43.829259999999998,-69.865489999999994,WL,43489,15868,509,49164,31119,3476,11.0644608,3.9621975,1.5649401,27.3163071,7.8444667,4.5219712
236,WL063.00,43.834449999999997,-69.852369999999993,WL,92926,19422,831,99357,25365,704,2.2409034,3.2295749,3.1626341,3.3886883,5.2239728,4.2768226
237,WL066.00,43.836480000000002,-69.847939999999994,WL,104402,23652,260,103150,37431,655,2.0849316,4.7658668,3.2833693,10.0769234,6.3302894,3.9520316
238,WL068.00,43.839190000000002,-69.845540000000000,WL,115254,26654,410,123072,30997,2788,8.8744869,3.9466639,3.9175067,27.2000008,4.6517596,4.2713313
239,WL070.00,43.831600000000002,-69.849320000000006,WL,89573,16187,400,132289,16595,86,0.2737467,2.1129427,4.2108932,0.8600000,4.1008215,5.9075389
240,WL071.00,43.828170000000000,-69.847840000000005,WL,87877,22509,615,133671,43345,96,0.3055778,5.5188613,4.2548838,0.6243902,7.7026968,6.0844588
241,WL073.00,43.815820000000002,-69.854489999999998,WL,66229,18651,941,86329,27990,3586,11.4146023,3.5638006,2.7479398,15.2433577,6.0028954,5.2139697
242,WL075.00,43.809690000000003,-69.858059999999995,WL,53419,19272,975,55122,19982,1769,5.6309066,2.5441895,1.7545892,7.2574358,4.1473641,4.1275201
243,WL076.00,43.812069999999999,-69.846940000000004,WL,97401,26988,827,76773,25795,1762,5.6086249,3.2843242,2.4437625,8.5223703,3.8231807,3.1528630
244,WL077.00,43.798250000000003,-69.850800000000007,WL,100221,25324,725,32395,15729,944,3.0048478,2.0026801,1.0311657,5.2082758,2.4844415,1.2929426
245,WL079.00,43.784599999999998,-69.873279999999994,WL,79141,20645,301,74498,18883,2078,6.6144848,2.4042602,2.3713470,27.6146183,3.6586099,3.7653303
246,WL081.00,43.780619999999999,-69.869140000000002,WL,88132,21571,604,111185,36536,3608,11.4846306,4.6519117,3.5391314,23.8940392,6.7750220,5.0462942
247,WL085.00,43.769010000000002,-69.863640000000004,WL,82762,21052,876,120602,45748,2215,7.0505700,5.8248210,3.8388841,10.1141548,8.6923809,5.8288589
248,WL087.00,43.763550000000002,-69.862510000000000,WL,76060,16162,758,96703,62760,4245,13.5122662,7.9908581,3.0781548,22.4010563,15.5327311,5.0856166
249,WL087.20,43.762120000000003,-69.861019999999996,WL,80997,19907,672,100241,48156,2033,6.4712453,6.1314178,3.1907728,12.1011906,9.6761942,4.9503560
250,WL089.00,43.751719999999999,-69.864360000000005,WL,61460,19627,800,92950,31822,1454,4.6282296,4.0517063,2.9586928,7.2700000,6.4853520,6.0494633
251,WL095.50,43.746630000000003,-69.855860000000007,WL,54748,13553,940,88729,15346,1459,4.6441450,1.9539150,2.8243341,6.2085109,4.5291820,6.4827209
252,WL096.00,43.754600000000003,-69.842770000000002,WL,108364,24480,824,82459,15499,621,1.9767060,1.9733956,2.6247537,3.0145631,2.5325162,3.0437784
253,WL097.00,43.746330000000000,-69.844139999999996,WL,79304,18261,538,78146,17771,785,2.4987347,2.2626760,2.4874666,5.8364310,3.8926675,3.9415917
254,WL098.00,43.740180000000002,-69.841830000000002,WL,88976,23376,625,81067,28234,1835,5.8409915,3.5948675,2.5804451,11.7440004,4.8312798,3.6444435
255,WL099.00,43.732750000000003,-69.845529999999997,WL,82350,17207,342,73156,22363,579,1.8430158,2.8473480,2.3286297,6.7719297,5.1985822,3.5534184
256,WL101.00,43.729640000000003,-69.838130000000007,WL,100711,23780,584,84283,23223,1770,5.6340899,2.9568467,2.6828134,12.1232872,3.9063079,3.3475192
257,WL101.80,43.723210000000002,-69.848849999999999,WL,78451,23124,586,99071,50512,1782,5.6722870,6.4313931,3.1535306,12.1638222,8.7375889,5.0513568
258,WL102.00,43.720669999999998,-69.850480000000005,WL,73788,18141,70,81114,52641,548,1.7443397,6.7024660,2.5819409,31.3142853,11.6070776,4.3971376
259,WL103.00,43.717019999999998,-69.849310000000003,WL,77976,19651,659,87192,33832,2462,7.8367958,4.3076277,2.7754099,14.9438543,6.8865705,4.4727607